establishment.name,address,city,time.in.h,time.in.m,time.in.ampm,time.out.h,time.out.m,time.out.ampm,inspection.date,cfsm,purpose.of.inspection,risk.type,permit.number,current.score,current.grade,template_type,date_time_in,date_time_out,inspection_duration
GAJA RESTAURANT BAR,"491 FLAT SHOALS AVENUE, SUITE A",ATLANTA,11,40,AM,12,0,PM,2015-10-20,Within 90 days,Initial,2,887555,100,A,Food,2015-10-20T11:40:00Z,2015-10-20T12:00:00Z,0.3333333333333333
GAJA RESTAURANT BAR,"491 FLAT SHOALS AVENUE, SUITE A",ATLANTA,10,0,AM,11,20,AM,2015-10-19,Within 90 days,Construction/Preoperational,2,887555,NA,"NA",Food,2015-10-19T10:00:00Z,2015-10-19T11:20:00Z,1.3333333333333333
GALAXY DINER,3320 HENDERSON MILL ROAD,CHAMBLEE,2,20,PM,4,40,PM,2015-05-11,Maria J Dominguez,Routine,2,887511,82,B,Food,2015-05-11T14:20:00Z,2015-05-11T16:40:00Z,2.3333333333333335
GALAXY DINER,3320 HENDERSON MILL ROAD,CHAMBLEE,4,55,PM,5,45,PM,2015-03-04,Maria J Dominguez,Initial,2,887511,97,A,Food,2015-03-04T16:55:00Z,2015-03-04T17:45:00Z,0.8333333333333334
GALAXY DINER,3320 HENDERSON MILL ROAD,CHAMBLEE,3,5,PM,4,55,PM,2015-03-04,Maria J Dominguez,Construction/Preoperational,2,887511,NA,"NA",Food,2015-03-04T15:05:00Z,2015-03-04T16:55:00Z,1.8333333333333333
GALLA'S PIZZA,4849 PEACHTREE ROAD,CHAMBLEE,1,10,PM,3,0,PM,2015-07-14,Brain J Handley,Routine,2,883256,91,A,Food,2015-07-14T13:10:00Z,2015-07-14T15:00:00Z,1.8333333333333333
GALLA'S PIZZA,4849 PEACHTREE ROAD,CHAMBLEE,1,0,PM,2,10,PM,2015-03-10,Brain J. Handley,Routine,2,883256,96,A,Food,2015-03-10T13:00:00Z,2015-03-10T14:10:00Z,1.1666666666666667
GALLEY GOURMET,3749 CLAIRMONT ROAD,CHAMBLEE,2,0,PM,2,50,PM,2015-08-05,Tom Kiedinger,Routine,2,447797,92,A,Food,2015-08-05T14:00:00Z,2015-08-05T14:50:00Z,0.8333333333333334
GALLEY GOURMET,3749 CLAIRMONT ROAD,CHAMBLEE,2,5,AM,3,45,AM,2015-01-21,Bobby Berry,Routine,2,447797,95,A,Food,2015-01-21T02:05:00Z,2015-01-21T03:45:00Z,1.6666666666666667
GATO,1660 MCLENDON AVENUE,ATLANTA,10,0,AM,11,5,AM,2015-05-08,Expired,Follow-Up,2,886264,74,C,Food,2015-05-08T10:00:00Z,2015-05-08T11:05:00Z,1.0833333333333333
GATO,1660 MCLENDON AVENUE,ATLANTA,11,20,AM,1,5,PM,2015-04-22,Expired 01/15,Routine,2,886264,70,C,Food,2015-04-22T11:20:00Z,2015-04-22T13:05:00Z,1.75
GEORGETOWN TAKOREA,4474 CHAMBLEE DUNWOODY ROAD,DUNWOODY,11,0,AM,12,20,PM,2015-06-30,Steed Campbell,Routine,2,887033,97,A,Food,2015-06-30T11:00:00Z,2015-06-30T12:20:00Z,1.3333333333333333
GEORGETOWN TAKOREA,4474 CHAMBLEE DUNWOODY ROAD,DUNWOODY,1,55,PM,3,15,PM,2015-03-18,Steed Campbell,Follow-Up,2,887033,99,A,Food,2015-03-18T13:55:00Z,2015-03-18T15:15:00Z,1.3333333333333333
GEORGETOWN TAKOREA,4474 CHAMBLEE DUNWOODY ROAD,DUNWOODY,12,50,PM,3,35,PM,2015-02-11,Steed Campbell,Routine,2,887033,73,C,Food,2015-02-11T12:50:00Z,2015-02-11T15:35:00Z,2.75
GEORGIA EXPRESS MEALS,3342 CLIFTON CHURCH ROAD,DECATUR,1,45,PM,3,10,PM,2015-05-13,Terry Anderson,Follow-Up,2,887488,90,A,Food,2015-05-13T13:45:00Z,2015-05-13T15:10:00Z,1.4166666666666667
GEORGIA EXPRESS MEALS,3342 CLIFTON CHURCH ROAD,DECATUR,1,30,PM,3,25,PM,2015-05-06,Terry Anderson,Routine,2,887488,74,C,Food,2015-05-06T13:30:00Z,2015-05-06T15:25:00Z,1.9166666666666667
GEORGIA EXPRESS MEALS,3342 CLIFTON CHURCH ROAD,DECATUR,3,40,PM,4,20,PM,2015-04-14,Louis Scott,Initial,2,887488,100,A,Food,2015-04-14T15:40:00Z,2015-04-14T16:20:00Z,0.6666666666666666
GEORGIA EXPRESS MEALS,3342 CLIFTON CHURCH ROAD,DECATUR,11,0,AM,12,30,PM,2015-04-13,Louis Scott,Construction/Preoperational,2,887488,NA,"NA",Food,2015-04-13T11:00:00Z,2015-04-13T12:30:00Z,1.5
GILLY'S,4343 DUNWOODY PARK SUITE K,DUNWOODY,9,40,AM,11,40,AM,2015-07-29,James Gilmore,Initial,2,887749,92,A,Food,2015-07-29T09:40:00Z,2015-07-29T11:40:00Z,2
GLENNWOOD ELEMENTARY SCHOOL,440 EAST PONCE DE LEON AVENUE,DECATUR,9,45,AM,11,10,AM,2015-09-25,Joyce Butler,Routine,2,660015,89,B,Food,2015-09-25T09:45:00Z,2015-09-25T11:10:00Z,1.4166666666666667
GLENNWOOD ELEMENTARY SCHOOL,440 EAST PONCE DE LEON AVENUE,DECATUR,10,30,AM,12,45,PM,2015-01-13,Joyce Butler,Routine,2,660015,90,A,Food,2015-01-13T10:30:00Z,2015-01-13T12:45:00Z,2.25
GO VEGETARIAN RESTAURANT,"2179 LAWRENCEVILLE HIGHWAY, SUITE H",DECATUR,3,40,PM,4,55,PM,2015-04-17,Gwendolyn Penix,Routine,2,887220,92,A,Food,2015-04-17T15:40:00Z,2015-04-17T16:55:00Z,1.25
GOKUL SWEETS,"763 DEKALB INDUSTRIAL WAY, SUITE C",DECATUR,12,40,PM,2,10,PM,2015-08-04,Rizwanda Dihani,Follow-Up,2,449436,81,B,Food,2015-08-04T12:40:00Z,2015-08-04T14:10:00Z,1.5
GOKUL SWEETS,"763 DEKALB INDUSTRIAL WAY, SUITE C",DECATUR,11,0,AM,1,10,PM,2015-07-21,Rizwanda Dihani,Routine,2,449436,67,U,Food,2015-07-21T11:00:00Z,2015-07-21T13:10:00Z,2.1666666666666665
GOKUL SWEETS,"1707 CHURCH STREET, SUITE C-8",DECATUR,11,35,AM,1,15,PM,2015-10-08,Barkat Sathani,Follow-Up,2,886646,81,B,Food,2015-10-08T11:35:00Z,2015-10-08T13:15:00Z,1.6666666666666667
GOKUL SWEETS,"1707 CHURCH STREET, SUITE C-8",DECATUR,12,15,PM,2,5,PM,2015-09-30,Barkat Sathani,Routine,2,886646,67,U,Food,2015-09-30T12:15:00Z,2015-09-30T14:05:00Z,1.8333333333333333
GOLDBERGS BAGEL CO. &  DELI,4520 CHAMBLEE DUNWOODY ROAD,DUNWOODY,11,55,AM,2,20,PM,2015-06-25,Huseiyn Yenilmez,Routine,2,881385,84,B,Food,2015-06-25T11:55:00Z,2015-06-25T14:20:00Z,2.4166666666666665
GOLDBERGS BAGEL CO. &  DELI,4520 CHAMBLEE DUNWOODY ROAD,DUNWOODY,1,10,PM,4,0,PM,2015-03-04,Huseiyn Yenilmez,Follow-Up,2,881385,84,B,Food,2015-03-04T13:10:00Z,2015-03-04T16:00:00Z,2.8333333333333335
GOLDBERGS BAGEL CO. &  DELI,4520 CHAMBLEE DUNWOODY ROAD,DUNWOODY,11,35,AM,3,40,PM,2015-01-08,Huseyin Yenilmez,Routine,2,881385,71,C,Food,2015-01-08T11:35:00Z,2015-01-08T15:40:00Z,4.083333333333333
GOLDBERGS BAGEL COMPANY & DELI,3003 NORTH DRUID HILLS ROAD,ATLANTA,7,50,AM,10,15,AM,2015-08-21,Melanie Counts,Routine,2,885173,87,B,Food,2015-08-21T07:50:00Z,2015-08-21T10:15:00Z,2.4166666666666665
GOLDBERGS BAGEL COMPANY & DELI,3003 NORTH DRUID HILLS ROAD,ATLANTA,7,55,AM,10,0,AM,2014-12-19,Melanie Counts,Routine,2,885173,91,A,Food,2014-12-19T07:55:00Z,2014-12-19T10:00:00Z,2.0833333333333335
GOLDEN BUDDHA RESTAURANT,1905 CLAIRMONT ROAD,DECATUR,2,5,PM,4,30,PM,2015-07-21,Been Lee,Routine,2,440890,85,B,Food,2015-07-21T14:05:00Z,2015-07-21T16:30:00Z,2.4166666666666665
GOLDEN CORRAL,2136 LAWRENCEVILLE HIGHWAY,DECATUR,10,55,AM,2,10,PM,2015-06-16,Jennifer Moreland,Routine,2,886063,83,B,Food,2015-06-16T10:55:00Z,2015-06-16T14:10:00Z,3.25
GOLDEN CORRAL,2136 LAWRENCEVILLE HIGHWAY,DECATUR,12,35,PM,3,45,PM,2015-01-27,Jennifer Moreland,Routine,2,886063,84,B,Food,2015-01-27T12:35:00Z,2015-01-27T15:45:00Z,3.1666666666666665
GOLDEN KRUST BAKERY & GRILL,"2960 STONECREST PASS, LITHONIA  30038",LITHONIA,12,0,PM,1,10,PM,2015-07-02,within 90 days,Initial,2,887492,99,A,Food,2015-07-02T12:00:00Z,2015-07-02T13:10:00Z,1.1666666666666667
GOLDEN LIVING CENTER-BRIARWOOD,3888 LAVISTA ROAD,TUCKER,11,5,AM,12,35,PM,2015-04-21,Paul Gabbidon,Routine,2,883656,87,B,Food,2015-04-21T11:05:00Z,2015-04-21T12:35:00Z,1.5
GOLDEN LIVING CENTER-GLENWOOD,4115 GLENWOOD ROAD,DECATUR,7,45,AM,9,50,AM,2015-09-03,Trudy Miles,Routine,2,883657,91,A,Food,2015-09-03T07:45:00Z,2015-09-03T09:50:00Z,2.0833333333333335
GOLDEN LIVING CENTER-GLENWOOD,4115 GLENWOOD ROAD,DECATUR,12,15,PM,2,10,PM,2015-02-19,Trudy Miles,Routine,2,883657,92,A,Food,2015-02-19T12:15:00Z,2015-02-19T14:10:00Z,1.9166666666666667
GOLDEN SALOON,"5389 NEW PEACHTREE ROAD, SUITE A",CHAMBLEE,1,15,PM,3,25,PM,2015-08-13,Chris Ho,Routine,2,885982,85,B,Food,2015-08-13T13:15:00Z,2015-08-13T15:25:00Z,2.1666666666666665
GOLDEN SALOON,"5389 NEW PEACHTREE ROAD, SUITE A",CHAMBLEE,2,15,PM,3,55,PM,2015-04-29,Chis K HO,Routine,2,885982,82,B,Food,2015-04-29T14:15:00Z,2015-04-29T15:55:00Z,1.6666666666666667
GOLDEN SALOON,"5389 NEW PEACHTREE ROAD, SUITE A",CHAMBLEE,1,20,PM,2,25,PM,2014-12-05,Chris Ho  Exp:10/10/15,Follow-Up,2,885982,93,A,Food,2014-12-05T13:20:00Z,2014-12-05T14:25:00Z,1.0833333333333333
GOOD LUCK GOURMET,5750 BUFORD HIGHWAY NE SUITE A,DORAVILLE,12,25,PM,2,15,PM,2015-06-01,Operator in 90 day compliance,Routine,2,887612,89,B,Food,2015-06-01T12:25:00Z,2015-06-01T14:15:00Z,1.8333333333333333
GOOD LUCK GOURMET,5750 BUFORD HIGHWAY NE SUITE A,DORAVILLE,9,20,AM,10,10,AM,2015-04-20,Operator has 90 Days,Initial,2,887612,100,A,Food,2015-04-20T09:20:00Z,2015-04-20T10:10:00Z,0.8333333333333334
GORDON SPICE JAMAICIAN,2467 WESLEY CHAPEL ROAD,DECATUR,12,20,PM,1,50,PM,2015-06-04,No CFSM,Routine,2,886911,86,B,Food,2015-06-04T12:20:00Z,2015-06-04T13:50:00Z,1.5
GORDON SPICE JAMAICIAN,2467 WESLEY CHAPEL ROAD,DECATUR,1,25,PM,2,30,PM,2015-02-19,No CFSM-30 days,Follow-Up,2,886911,96,A,Food,2015-02-19T13:25:00Z,2015-02-19T14:30:00Z,1.0833333333333333
GORDON SPICE JAMAICIAN,2467 WESLEY CHAPEL ROAD,DECATUR,2,50,PM,4,10,PM,2015-02-05,No CFSM - 30 days,Routine,2,886911,78,C,Food,2015-02-05T14:50:00Z,2015-02-05T16:10:00Z,1.3333333333333333
GOTTA GO WINGS,"2620 MAX  CLELAND BOULEVARD, SUITE A",LITHONIA,2,30,PM,3,45,PM,2015-07-21,Joseph Westbrook,Routine,2,887563,88,B,Food,2015-07-21T14:30:00Z,2015-07-21T15:45:00Z,1.25
GOTTA GO WINGS,"2620 MAX  CLELAND BOULEVARD, SUITE A",LITHONIA,2,30,PM,3,45,PM,2015-06-18,Joseph Westbrook,Initial,2,887563,93,A,Food,2015-06-18T14:30:00Z,2015-06-18T15:45:00Z,1.25
GOTTA HAVE IT FOOD TRUCK,132 MITCHELL STREET SW SUITE C,ATLANTA,6,0,PM,6,30,PM,2015-06-10,Howard Darnell,Routine,2,887083,98,A,Food,2015-06-10T18:00:00Z,2015-06-10T18:30:00Z,0.5
GRACE HEALTHCARE OF TUCKER,2165 IDLEWOOD ROAD,TUCKER,10,20,AM,12,0,PM,2015-03-04,Glenda Henderson,Routine,2,884261,91,A,Food,2015-03-04T10:20:00Z,2015-03-04T12:00:00Z,1.6666666666666667
GRAND CHINA,"8200 MALL PARKWAY, SUITE 130",LITHONIA,1,45,PM,3,5,PM,2015-06-02,Jing Hang Zhang 7/18,Routine,2,881599,85,B,Food,2015-06-02T13:45:00Z,2015-06-02T15:05:00Z,1.3333333333333333
GRAND CHINA,"8200 MALL PARKWAY, SUITE 130",LITHONIA,12,0,PM,2,0,PM,2014-12-04,Jing Hang Zhang 7/3018,Routine,2,881599,80,B,Food,2014-12-04T12:00:00Z,2014-12-04T14:00:00Z,2
GRANITE CAFE,HIGHWAY 78 EAST,STONE MOUNTAIN,12,30,PM,1,50,PM,2015-06-10,Haddytatou Jallow,Routine,2,448953,93,A,Food,2015-06-10T12:30:00Z,2015-06-10T13:50:00Z,1.3333333333333333
GRANT CENTRAL EAST,1279 GLENWOOD AVENUE,ATLANTA,1,45,PM,3,45,PM,2015-08-26,Kevin Paine,Routine,2,446156,81,B,Food,2015-08-26T13:45:00Z,2015-08-26T15:45:00Z,2
GRANT CENTRAL EAST,1279 GLENWOOD AVENUE,ATLANTA,12,0,PM,1,55,PM,2015-01-20,Kevin Paine,Routine,2,446156,85,B,Food,2015-01-20T12:00:00Z,2015-01-20T13:55:00Z,1.9166666666666667
GRAVEYARD TAVERN,1245 GLENWOOD AVENUE S.E.,ATLANTA,12,0,PM,3,0,PM,2014-12-18,Robin Reaves,Initial,2,887445,94,A,Food,2014-12-18T12:00:00Z,2014-12-18T15:00:00Z,3
GRAVEYARD TAVERN,1245 GLENWOOD AVENUE S.E.,ATLANTA,12,0,PM,3,0,PM,2014-12-18,Robin Reaves,Construction/Preoperational,2,887445,NA,"NA",Food,2014-12-18T12:00:00Z,2014-12-18T15:00:00Z,3
GRAVEYARD TAVERN,1245 GLENWOOD AVENUE S.E.,ATLANTA,11,25,PM,2,5,PM,2014-11-24,Robin Reaves,Construction/Preoperational,2,887445,NA,"NA",Food,2014-11-24T23:25:00Z,2014-11-24T14:05:00Z,-9.333333333333334
GREAT WALL,3600 PANOLA ROAD,LITHONIA,12,40,PM,1,55,PM,2015-07-01,Shou Ming Yu 3/2020,Routine,2,885087,84,B,Food,2015-07-01T12:40:00Z,2015-07-01T13:55:00Z,1.25
GREAT WALL,3600 PANOLA ROAD,LITHONIA,12,0,PM,12,55,PM,2015-03-10,Shon Ming Yu,Follow-Up,2,885087,95,A,Food,2015-03-10T12:00:00Z,2015-03-10T12:55:00Z,0.9166666666666666
GREAT WALL,3600 PANOLA ROAD,LITHONIA,2,5,PM,3,25,PM,2015-03-03,Shon Ming Yu,Routine,2,885087,78,C,Food,2015-03-03T14:05:00Z,2015-03-03T15:25:00Z,1.3333333333333333
GREAT WRAPS,"2929 TURNER HILL ROAD, SUITE 2540",LITHONIA,10,40,AM,11,35,AM,2015-05-08,Taskin Momin 4/16,Routine,2,883612,85,B,Food,2015-05-08T10:40:00Z,2015-05-08T11:35:00Z,0.9166666666666666
GREAT WRAPS,"4400 ASHFORD DUNWOODY ROAD, SUITE 1425",ATLANTA,11,50,AM,1,30,PM,2015-07-01,Dhaval Shah (11/10/18),Routine,2,886882,92,A,Food,2015-07-01T11:50:00Z,2015-07-01T13:30:00Z,1.6666666666666667
GRECIAN  GYRO RESTAURANT,3989 LAWRENCEVILLE HIGHWAY,TUCKER,12,20,PM,1,45,PM,2015-10-06,Kelliese Mackey,Routine,2,883705,92,A,Food,2015-10-06T12:20:00Z,2015-10-06T13:45:00Z,1.4166666666666667
GRECIAN  GYRO RESTAURANT,3989 LAWRENCEVILLE HIGHWAY,TUCKER,11,30,AM,12,55,PM,2015-03-11,Maria Koulouris,Routine,2,883705,92,A,Food,2015-03-11T11:30:00Z,2015-03-11T12:55:00Z,1.4166666666666667
GRECIAN GYRO,"4468 CHAMBLEE DUNWOODY ROAD, SUITE M-4",DUNWOODY,2,15,PM,3,50,PM,2015-08-26,Nick Stewart 09/16/19,Routine,2,886570,96,A,Food,2015-08-26T14:15:00Z,2015-08-26T15:50:00Z,1.5833333333333333
GRECIAN GYRO,"4468 CHAMBLEE DUNWOODY ROAD, SUITE M-4",DUNWOODY,2,10,PM,4,10,PM,2015-03-03,Nick L. Stewart,Routine,2,886570,89,B,Food,2015-03-03T14:10:00Z,2015-03-03T16:10:00Z,2
GREEN GINGER,265 PONCE DE LEON PLACE,DECATUR,11,50,AM,1,35,PM,2015-07-10,Kam C. Ngai Exp: 9/1/16,Routine,2,885689,92,A,Food,2015-07-10T11:50:00Z,2015-07-10T13:35:00Z,1.75
GREEN PASTURES CHRISTIAN ACAD.,5455 FLAT SHOALS PARKWAY,DECATUR,7,40,AM,8,45,AM,2015-04-22,Tammie Caldwell 4/2019,Routine,2,661627,94,A,Food,2015-04-22T07:40:00Z,2015-04-22T08:45:00Z,1.0833333333333333
GREENFOREST CHRISTIAN ACADEMY,3250 RAINBOW DRIVE,DECATUR,9,40,AM,11,15,AM,2015-10-28,Cynthia Williams,Routine,2,662861,71,C,Food,2015-10-28T09:40:00Z,2015-10-28T11:15:00Z,1.5833333333333333
GREENFOREST CHRISTIAN ACADEMY,3250 RAINBOW DRIVE,DECATUR,8,20,AM,10,0,AM,2015-04-29,Cynthia Williams,Routine,2,662861,81,B,Food,2015-04-29T08:20:00Z,2015-04-29T10:00:00Z,1.6666666666666667
GRN ADOLESCENT CRISIS STABILIZATION PROGRAM,2591 CANDLER ROAD,DECATUR,11,10,AM,12,25,PM,2015-10-07,Marva Brown,Routine,2,884935,91,A,Food,2015-10-07T11:10:00Z,2015-10-07T12:25:00Z,1.25
GRN ADOLESCENT CRISIS STABILIZATION PROGRAM,2591 CANDLER ROAD,DECATUR,10,55,AM,12,20,PM,2015-03-17,Marva Brown,Routine,2,884935,98,A,Food,2015-03-17T10:55:00Z,2015-03-17T12:20:00Z,1.4166666666666667
GRUB BURGER BAR,"2470 BRIARCLIFF ROAD, SUITE 47",DECATUR,3,30,PM,5,10,PM,2015-01-22,Crystal Waters,Initial,2,887301,99,A,Food,2015-01-22T15:30:00Z,2015-01-22T17:10:00Z,1.6666666666666667
GUCKENHEIMER,1025 LENOX PARK BOULEVARD,ATLANTA,10,10,AM,1,45,PM,2015-06-04,Anna R. Rangel,Routine,2,887150,89,B,Food,2015-06-04T10:10:00Z,2015-06-04T13:45:00Z,3.5833333333333335
GUTBUSTERS,2107 CANDLER ROAD,DECATUR,11,35,AM,1,35,PM,2015-09-30,Roberto Sanchez,Follow-Up,2,884972,84,B,Food,2015-09-30T11:35:00Z,2015-09-30T13:35:00Z,2
GUTBUSTERS,2107 CANDLER ROAD,DECATUR,1,40,PM,4,50,PM,2015-08-17,Roberto Sanchez,Routine,2,884972,71,C,Food,2015-08-17T13:40:00Z,2015-08-17T16:50:00Z,3.1666666666666665
GUTBUSTERS,2107 CANDLER ROAD,DECATUR,1,40,PM,4,45,PM,2015-08-17,Roberto Sanchez,Routine,2,884972,71,C,Food,2015-08-17T13:40:00Z,2015-08-17T16:45:00Z,3.0833333333333335
GUTBUSTERS,2107 CANDLER ROAD,DECATUR,1,40,PM,4,45,PM,2015-08-17,Roberto Sanchez,Routine,2,884972,71,C,Food,2015-08-17T13:40:00Z,2015-08-17T16:45:00Z,3.0833333333333335
GUTBUSTERS,2107 CANDLER ROAD,DECATUR,12,30,PM,2,5,PM,2015-03-02,Roberto Sanchez,Follow-Up,2,884972,95,A,Food,2015-03-02T12:30:00Z,2015-03-02T14:05:00Z,1.5833333333333333
GUTBUSTERS,2107 CANDLER ROAD,DECATUR,11,25,AM,2,15,PM,2015-02-18,NOT POSTED,Routine,2,884972,57,U,Food,2015-02-18T11:25:00Z,2015-02-18T14:15:00Z,2.8333333333333335
GUTBUSTERS BREAKFAST,"4919 FLAT SHOALS PARKWAY, SUITE 118",DECATUR,7,10,AM,8,15,AM,2015-08-11,Mike Epps,Routine,2,887008,96,A,Food,2015-08-11T07:10:00Z,2015-08-11T08:15:00Z,1.0833333333333333
GUTBUSTERS BREAKFAST,"4919 FLAT SHOALS PARKWAY, SUITE 118",DECATUR,12,15,PM,1,55,PM,2015-03-10,Mike Epps,Routine,2,887008,84,B,Food,2015-03-10T12:15:00Z,2015-03-10T13:55:00Z,1.6666666666666667
GYRO GYRO,"5000 WINTERS CHAPEL ROAD, SUITE 6&7",DUNWOODY,2,5,PM,3,50,PM,2015-03-26,Peter Koulomberis,Routine,2,885619,87,B,Food,2015-03-26T14:05:00Z,2015-03-26T15:50:00Z,1.75
HAAGEN-DAZS ICE CREAM & YOGURT,"4400 ASHFORD DUNWOODY RD., STE. 1670",ATLANTA,11,5,AM,12,20,PM,2014-12-18,Praphasigi Luangroangrong,Routine,1,881615,95,A,Food,2014-12-18T11:05:00Z,2014-12-18T12:20:00Z,1.25
HAE WOON DAE RESTAURANT,"5805 BUFORD HIGHWAY, SUITE 105",DORAVILLE,11,10,AM,12,50,PM,2015-06-04,Hyon Suk Cha,Routine,2,885291,84,B,Food,2015-06-04T11:10:00Z,2015-06-04T12:50:00Z,1.6666666666666667
HAE WOON DAE RESTAURANT,"5805 BUFORD HIGHWAY, SUITE 105",DORAVILLE,11,40,AM,1,40,PM,2015-02-19,Hyon Suk Cha,Follow-Up,2,885291,73,C,Food,2015-02-19T11:40:00Z,2015-02-19T13:40:00Z,2
HAE WOON DAE RESTAURANT,"5805 BUFORD HIGHWAY, SUITE 105",DORAVILLE,12,30,PM,3,40,PM,2015-02-12,Hyon Suk Cha,Routine,2,885291,64,U,Food,2015-02-12T12:30:00Z,2015-02-12T15:40:00Z,3.1666666666666665
HALAL PIZZA,"420 NORTH INDIAN CREEK DRIVE, SUITE 420",CLARKSTON,11,20,AM,12,55,PM,2015-09-29,Not In Compliance,Routine,2,448754,81,B,Food,2015-09-29T11:20:00Z,2015-09-29T12:55:00Z,1.5833333333333333
HALAL PIZZA,"420 NORTH INDIAN CREEK DRIVE, SUITE 420",CLARKSTON,11,40,AM,1,15,PM,2015-05-26,Hershi Abdi- Retake:9/15/15,Follow-Up,2,448754,90,A,Food,2015-05-26T11:40:00Z,2015-05-26T13:15:00Z,1.5833333333333333
HALAL PIZZA,"420 NORTH INDIAN CREEK DRIVE, SUITE 420",CLARKSTON,11,45,AM,1,50,PM,2015-04-01,Hershi Abdi,Routine,2,448754,77,C,Food,2015-04-01T11:45:00Z,2015-04-01T13:50:00Z,2.0833333333333335
HALAL PIZZA,"420 NORTH INDIAN CREEK DRIVE, SUITE 420",CLARKSTON,10,55,AM,12,35,PM,2014-12-02,Hershi Abdi,Follow-Up,2,448754,82,B,Food,2014-12-02T10:55:00Z,2014-12-02T12:35:00Z,1.6666666666666667
HAMBRICK ELEMENTARY SCHOOL,1101 HAMBRICK ROAD,STONE MOUNTAIN,7,25,AM,8,40,AM,2015-09-03,Rose Lindsey,Routine,2,660909,97,A,Food,2015-09-03T07:25:00Z,2015-09-03T08:40:00Z,1.25
HAMBRICK ELEMENTARY SCHOOL,1101 HAMBRICK ROAD,STONE MOUNTAIN,9,15,AM,10,45,AM,2015-03-10,Kathy Martin,Routine,2,660909,96,A,Food,2015-03-10T09:15:00Z,2015-03-10T10:45:00Z,1.5
HAN IL KWAN,5458 BUFORD HIGHWAY N.E.,DORAVILLE,2,30,PM,4,0,PM,2015-03-10,Wang Lee,Routine,2,883753,91,A,Food,2015-03-10T14:30:00Z,2015-03-10T16:00:00Z,1.5
HAN IL KWAN,5458 BUFORD HIGHWAY N.E.,DORAVILLE,2,30,PM,4,0,PM,2015-03-10,Wang Lee,Routine,2,883753,91,A,Food,2015-03-10T14:30:00Z,2015-03-10T16:00:00Z,1.5
"HAPPY BELLY FOOD, LLC./ FLATBREAD BISTRO MOBILE UNIT",1797 SPRING ROAD S.E.,SMYRNA,12,55,PM,2,20,PM,2015-10-24,Sean O' Donnell,Routine,2,887600,81,B,Food,2015-10-24T12:55:00Z,2015-10-24T14:20:00Z,1.4166666666666667
"HAPPY BELLY FOOD, LLC./ FLATBREAD BISTRO MOBILE UNIT",1797 SPRING ROAD S.E.,SMYRNA,10,30,AM,10,40,PM,2015-09-12,Sean O'Donnell,Temporary,1,887600,100,A,Food,2015-09-12T10:30:00Z,2015-09-12T22:40:00Z,12.166666666666666
"HAPPY BELLY FOOD, LLC./ FLATBREAD BISTRO MOBILE UNIT",1797 SPRING ROAD S.E.,SMYRNA,4,50,PM,5,45,PM,2015-08-26,Sean O'Donnell,Routine,2,887600,99,A,Food,2015-08-26T16:50:00Z,2015-08-26T17:45:00Z,0.9166666666666666
"HAPPY BELLY FOOD, LLC./ FLATBREAD BISTRO MOBILE UNIT",1797 SPRING ROAD S.E.,SMYRNA,5,15,PM,6,10,PM,2015-08-12,Sean O'Donnell,Routine,2,887600,84,B,Food,2015-08-12T17:15:00Z,2015-08-12T18:10:00Z,0.9166666666666666
"HAPPY BELLY FOOD, LLC./ FLATBREAD BISTRO MOBILE UNIT",1797 SPRING ROAD S.E.,SMYRNA,9,20,AM,10,10,AM,2015-05-05,Sean O'Donnell,Initial,2,887600,90,A,Food,2015-05-05T09:20:00Z,2015-05-05T10:10:00Z,0.8333333333333334
HAPPY BELLY FOODS LLC./ THE FRENCH TRUCK,"1797 SPRING ROAD SE, SUITE 4A",SMYRNA,9,20,AM,9,40,AM,2015-05-14,Levy,Initial,2,887667,90,A,Food,2015-05-14T09:20:00Z,2015-05-14T09:40:00Z,0.3333333333333333
HAPPY BELLY TRUCK,1797 SPRING ROAD SE SUITE 4,SMYRNA,6,40,PM,7,45,PM,2015-08-26,Rachel Levy,Routine,2,887388,80,B,Food,2015-08-26T18:40:00Z,2015-08-26T19:45:00Z,1.0833333333333333
HAPPY BELLY TRUCK,1797 SPRING ROAD SE SUITE 4,SMYRNA,4,40,PM,5,30,PM,2015-06-10,Rachel Levy,Follow-Up,2,887388,82,B,Food,2015-06-10T16:40:00Z,2015-06-10T17:30:00Z,0.8333333333333334
HAPPY BELLY TRUCK,1797 SPRING ROAD SE SUITE 4,SMYRNA,4,50,PM,5,50,PM,2015-05-20,Rachel Levy,Routine,2,887388,74,C,Food,2015-05-20T16:50:00Z,2015-05-20T17:50:00Z,1
HAPPY DONUTS,"380 FLAT SHOALS AVENUE, S.E.",ATLANTA,9,25,AM,10,30,AM,2015-05-19,Sing Hsieh,Routine,2,449507,94,A,Food,2015-05-19T09:25:00Z,2015-05-19T10:30:00Z,1.0833333333333333
HAPPY DRAGON,2440-C WESLEY CHAPEL ROAD,DECATUR,11,40,AM,1,5,PM,2015-10-16,Xiu Xue Zhang,Routine,2,448517,87,B,Food,2015-10-16T11:40:00Z,2015-10-16T13:05:00Z,1.4166666666666667
HAPPY DRAGON,2440-C WESLEY CHAPEL ROAD,DECATUR,11,50,AM,1,50,PM,2015-07-01,Xiu Xue Zhang,Routine,2,448517,83,B,Food,2015-07-01T11:50:00Z,2015-07-01T13:50:00Z,2
