establishment.name,address,city,time.in.h,time.in.m,time.in.ampm,time.out.h,time.out.m,time.out.ampm,inspection.date,cfsm,purpose.of.inspection,risk.type,permit.number,current.score,current.grade,template_type,date_time_in,date_time_out,inspection_duration
ASIAN CAFE,"2462 JETT FERRY ROAD, SUITES 320-330",DUNWOODY,12,30,PM,2,55,PM,2015-07-21,Wen Li Chen,Routine,2,887125,83,B,Food,2015-07-21T12:30:00Z,2015-07-21T14:55:00Z,2.4166666666666665
ASIAN CAFE,"2462 JETT FERRY ROAD, SUITES 320-330",DUNWOODY,12,10,PM,1,50,PM,2015-02-04,Wen Li Chen,Follow-Up,2,887125,95,A,Food,2015-02-04T12:10:00Z,2015-02-04T13:50:00Z,1.6666666666666667
ASIAN CAFE,"2462 JETT FERRY ROAD, SUITES 320-330",DUNWOODY,1,30,PM,4,35,PM,2015-01-29,Wen Li Chen,Routine,2,887125,56,U,Food,2015-01-29T13:30:00Z,2015-01-29T16:35:00Z,3.0833333333333335
ASIAN EXPRESS,6146-A COVINGTON HIGHWAY,LITHONIA,2,15,PM,3,50,PM,2015-06-10,Fenghua Wu,Routine,2,887124,96,A,Food,2015-06-10T14:15:00Z,2015-06-10T15:50:00Z,1.5833333333333333
ASIAN EXPRESS,6146-A COVINGTON HIGHWAY,LITHONIA,2,45,PM,4,15,PM,2014-12-09,Fenghua Wu,Routine,2,887124,88,B,Food,2014-12-09T14:45:00Z,2014-12-09T16:15:00Z,1.5
ASIAN PEARL BUFFET,"4166 BUFORD HIGHWAY, SUITE 1052",ATLANTA,12,15,PM,5,0,PM,2015-09-16,Zu Chen; expires 3-11-18,Routine,2,884050,70,C,Food,2015-09-16T12:15:00Z,2015-09-16T17:00:00Z,4.75
ATHENS PIZZA,1341 CLAIRMONT ROAD,DECATUR,2,55,PM,5,40,PM,2015-08-19,Robert Chewning,Routine,2,884866,80,B,Food,2015-08-19T14:55:00Z,2015-08-19T17:40:00Z,2.75
ATHENS PIZZA,1341 CLAIRMONT ROAD,DECATUR,10,15,AM,12,0,PM,2014-12-30,Robert Chewning,Routine,2,884866,84,B,Food,2014-12-30T10:15:00Z,2014-12-30T12:00:00Z,1.75
ATL N SCHOOL OF 7TH-DAY ADVENTIST,5123 CHAMBLEE DUNWOODY ROAD,DUNWOODY,10,15,AM,12,5,PM,2015-08-27,Nohora Bryan,Routine,2,666691,96,A,Food,2015-08-27T10:15:00Z,2015-08-27T12:05:00Z,1.8333333333333333
ATL N SCHOOL OF 7TH-DAY ADVENTIST,5123 CHAMBLEE DUNWOODY ROAD,DUNWOODY,10,25,AM,10,50,AM,2015-04-10,Nohora Bryan,Follow-Up,2,666691,100,A,Food,2015-04-10T10:25:00Z,2015-04-10T10:50:00Z,0.4166666666666667
ATL N SCHOOL OF 7TH-DAY ADVENTIST,5123 CHAMBLEE DUNWOODY ROAD,DUNWOODY,10,30,AM,12,30,PM,2015-03-23,Nohora Bryan,Routine,2,666691,72,C,Food,2015-03-23T10:30:00Z,2015-03-23T12:30:00Z,2
ATL WINGS,3165 GLENWOOD ROAD,DECATUR,2,10,PM,3,50,PM,2015-05-21,"Fang ""Joy"" You",Routine,2,886511,87,B,Food,2015-05-21T14:10:00Z,2015-05-21T15:50:00Z,1.6666666666666667
ATL WINGS,3165 GLENWOOD ROAD,DECATUR,2,25,PM,4,5,PM,2015-01-15,Fang You,Routine,2,886511,77,C,Food,2015-01-15T14:25:00Z,2015-01-15T16:05:00Z,1.6666666666666667
ATLANTA AREA SCHOOL FOR DEAF,890 NORTH INDIAN CREEK DRIVE,CLARKSTON,11,15,AM,12,40,PM,2015-01-26,May Johnson,Routine,2,660617,91,A,Food,2015-01-26T11:15:00Z,2015-01-26T12:40:00Z,1.4166666666666667
ATLANTA BEST COFFEE AND BAR,"3500 NORTH DECATUR ROAD, SUITE 109",SCOTTDALE,12,30,PM,1,50,PM,2015-06-12,Due By: 7/20/15,Routine,2,887273,89,B,Food,2015-06-12T12:30:00Z,2015-06-12T13:50:00Z,1.3333333333333333
ATLANTA BEST COFFEE AND BAR,"3500 NORTH DECATUR ROAD, SUITE 109",SCOTTDALE,11,35,AM,12,30,PM,2015-04-20,Within 90 Days of Permitting,Initial,2,887273,93,A,Food,2015-04-20T11:35:00Z,2015-04-20T12:30:00Z,0.9166666666666666
ATLANTA BEST COFFEE AND BAR,"3500 NORTH DECATUR ROAD, SUITE 109",SCOTTDALE,3,20,PM,4,30,PM,2015-04-14,N/A,Construction/Preoperational,2,887273,NA,"NA",Food,2015-04-14T15:20:00Z,2015-04-14T16:30:00Z,1.1666666666666667
ATLANTA BEST WINGS,4349-B LAWRENCEVILLE HIGHWAY,TUCKER,11,15,AM,12,45,PM,2015-07-14,Julia Williamson,Routine,2,885965,91,A,Food,2015-07-14T11:15:00Z,2015-07-14T12:45:00Z,1.5
ATLANTA BEST WINGS,4349-B LAWRENCEVILLE HIGHWAY,TUCKER,3,50,PM,5,0,PM,2015-01-07,Julia Williamson,Routine,2,885965,95,A,Food,2015-01-07T15:50:00Z,2015-01-07T17:00:00Z,1.1666666666666667
ATLANTA DELI,"1276 MORELAND AVENUE, SUITE A",ATLANTA,2,20,PM,4,15,PM,2015-07-28,Jin Hua Jin,Routine,2,449876,80,B,Food,2015-07-28T14:20:00Z,2015-07-28T16:15:00Z,1.9166666666666667
ATLANTA DELI,"1276 MORELAND AVENUE, SUITE A",ATLANTA,12,0,PM,1,45,PM,2015-02-02,Jin Hua Jin,Routine,2,449876,85,B,Food,2015-02-02T12:00:00Z,2015-02-02T13:45:00Z,1.75
"ATLANTA PERSONAL CHEF SERVICE, LLC.",3300 MARJAN DRIVE,ATLANTA,11,10,AM,11,45,AM,2015-07-15,Georgena Mason,Initial,2,887786,100,A,Food,2015-07-15T11:10:00Z,2015-07-15T11:45:00Z,0.5833333333333334
ATLANTA PREMIER CATERING,"1900 SECOND AVENUE, SUITE A",DECATUR,11,5,AM,12,5,PM,2015-06-03,Within 90 days,Initial,2,887681,98,A,Food,2015-06-03T11:05:00Z,2015-06-03T12:05:00Z,1
ATLANTA SILVERBACKS CONCESSION,3200 ATLANTA SILVERBACKS WAY,ATLANTA,7,55,PM,9,5,PM,2015-08-05,Stanislav Kim,Routine,2,883905,82,B,Food,2015-08-05T19:55:00Z,2015-08-05T21:05:00Z,1.1666666666666667
ATLANTA'S BEST WINGS,6647 COVINGTON HIGHWAY,LITHONIA,2,55,PM,4,0,PM,2015-10-20,Hina Khanjee,Routine,2,887839,96,A,Food,2015-10-20T14:55:00Z,2015-10-20T16:00:00Z,1.0833333333333333
ATLANTA'S BEST WINGS,6647 COVINGTON HIGHWAY,LITHONIA,2,35,PM,3,40,PM,2015-09-02,Hina Khanjee,Initial,2,887839,100,A,Food,2015-09-02T14:35:00Z,2015-09-02T15:40:00Z,1.0833333333333333
AU RENDEZ-VOUS,4102 CLAIRMONT ROAD,CHAMBLEE,1,5,PM,2,25,PM,2015-06-03,Kiet Changivy,Follow-Up,2,885803,80,B,Food,2015-06-03T13:05:00Z,2015-06-03T14:25:00Z,1.3333333333333333
AU RENDEZ-VOUS,4102 CLAIRMONT ROAD,CHAMBLEE,11,15,AM,12,55,PM,2015-05-28,Kiet Changivy,Routine,2,885803,66,U,Food,2015-05-28T11:15:00Z,2015-05-28T12:55:00Z,1.6666666666666667
AU RENDEZ-VOUS,4102 CLAIRMONT ROAD,CHAMBLEE,2,0,PM,3,30,PM,2015-01-28,Kiet Changivy,Follow-Up,2,885803,88,B,Food,2015-01-28T14:00:00Z,2015-01-28T15:30:00Z,1.5
AU RENDEZ-VOUS,4102 CLAIRMONT ROAD,CHAMBLEE,11,30,AM,1,5,PM,2014-12-05,Kiet Changivy,Routine,2,885803,76,C,Food,2014-12-05T11:30:00Z,2014-12-05T13:05:00Z,1.5833333333333333
AUNTIE ANNE'S,"2929 TURNER HILL ROAD, SUITE 2290",LITHONIA,4,0,PM,5,30,PM,2015-01-27,Timothy Ward,Routine,1,885770,91,A,Food,2015-01-27T16:00:00Z,2015-01-27T17:30:00Z,1.5
AUNTIE ANNE'S PRETZELS,"2801 CANDLER ROAD, SUITE C-29",DECATUR,3,0,PM,4,45,PM,2015-06-24,Chiyiyunn Jou,Routine,2,883682,86,B,Food,2015-06-24T15:00:00Z,2015-06-24T16:45:00Z,1.75
AUNTIE ANNE'S PRETZELS,"2801 CANDLER ROAD, SUITE C-29",DECATUR,1,45,PM,3,20,PM,2014-12-03,Chyiyunn Jou,Follow-Up,2,883682,80,B,Food,2014-12-03T13:45:00Z,2014-12-03T15:20:00Z,1.5833333333333333
AUNTIE ANNE'S PRETZELS (PERIMETER MALL),"4400 ASHFORD DUNWOODY ROAD, STE. 1306",ATLANTA,12,20,PM,1,30,PM,2014-12-18,Jack K Chan (4/23/18),Routine,1,882173,93,A,Food,2014-12-18T12:20:00Z,2014-12-18T13:30:00Z,1.1666666666666667
AUNTY VANNIE FISHPOT PHASE 2,"6067 COVINGTON HIGHWAY, SUITE A",DECATUR,11,30,AM,1,30,PM,2015-05-27,Waiting for test results,Routine,2,886930,90,A,Food,2015-05-27T11:30:00Z,2015-05-27T13:30:00Z,2
AUNTY VANNIE FISHPOT PHASE 2,"6067 COVINGTON HIGHWAY, SUITE A",DECATUR,2,5,PM,3,55,PM,2014-12-02,Leon Crosdale,Routine,2,886930,90,A,Food,2014-12-02T14:05:00Z,2014-12-02T15:55:00Z,1.8333333333333333
AUSTIN SCHOOL,5435 ROBERTS DRIVE,DUNWOODY,10,20,AM,11,15,AM,2015-03-18,Dejoya Oneal,Routine,2,660941,99,A,Food,2015-03-18T10:20:00Z,2015-03-18T11:15:00Z,0.9166666666666666
"AUTO TRADER/ SODEXO MAGIC, LLC","3003 SUMMIT BOULEVARD, SUITE 200",ATLANTA,11,10,AM,1,30,PM,2015-08-07,Najmul Jabbar (1/6/17),Routine,2,886822,91,A,Food,2015-08-07T11:10:00Z,2015-08-07T13:30:00Z,2.3333333333333335
AVELLINO'S PIZZA AL TAGLIA,902 WEST COLLEGE AVENUE,DECATUR,3,35,PM,4,10,PM,2015-03-31,Nicholas Dirienzo,Routine,2,884466,100,A,Food,2015-03-31T15:35:00Z,2015-03-31T16:10:00Z,0.5833333333333334
AVELLINOS,1328 WINDSOR PARKWAY,ATLANTA,4,30,PM,5,20,PM,2015-08-05,Massimo Romano,Routine,2,886614,100,A,Food,2015-08-05T16:30:00Z,2015-08-05T17:20:00Z,0.8333333333333334
AVELLINOS,1328 WINDSOR PARKWAY,ATLANTA,4,45,PM,6,0,PM,2015-01-27,Massimo Romano,Routine,2,886614,97,A,Food,2015-01-27T16:45:00Z,2015-01-27T18:00:00Z,1.25
AVONDALE ELEMENTARY SCHOOL,10 LAKESHORE DRIVE,AVONDALE ESTATES,8,20,AM,10,20,AM,2015-10-13,Facility has 30 days to employ new CFSM,Routine,2,660023,97,A,Food,2015-10-13T08:20:00Z,2015-10-13T10:20:00Z,2
AVONDALE ELEMENTARY SCHOOL,10 LAKESHORE DRIVE,AVONDALE ESTATES,9,0,AM,10,35,AM,2015-04-15,Denine Phelps,Routine,2,660023,100,A,Food,2015-04-15T09:00:00Z,2015-04-15T10:35:00Z,1.5833333333333333
BACK TO THE GARDEN @ St. THOMAS MORE SCHOOL,630 WEST PONCE DE LEON AVENUE,DECATUR,8,30,AM,10,10,AM,2015-03-10,Yolanda Coleman,Routine,2,882226,89,B,Food,2015-03-10T08:30:00Z,2015-03-10T10:10:00Z,1.6666666666666667
BAGEL PALACE BAKERY,2869 NORTH DRUID HILLS ROAD,ATLANTA,2,20,PM,4,20,PM,2015-04-30,Emanual Klein,Routine,2,444426,80,B,Food,2015-04-30T14:20:00Z,2015-04-30T16:20:00Z,2
BAHEL ETHIOPIAN RESTAURANT,"3125 BRIARCLIFF ROAD, SUITE C",ATLANTA,1,0,PM,3,5,PM,2015-05-29,Afework Birzo,Follow-Up,2,885788,95,A,Food,2015-05-29T13:00:00Z,2015-05-29T15:05:00Z,2.0833333333333335
BAHEL ETHIOPIAN RESTAURANT,"3125 BRIARCLIFF ROAD, SUITE C",ATLANTA,3,30,PM,5,40,PM,2015-05-14,Afework Birzo,Routine,2,885788,72,C,Food,2015-05-14T15:30:00Z,2015-05-14T17:40:00Z,2.1666666666666665
BALDINO'S GIANT JERSEY SUBS,5697 BUFORD HIGHWAY,DORAVILLE,12,0,PM,1,50,PM,2015-07-20,Jeff Price,Routine,2,443646,86,B,Food,2015-07-20T12:00:00Z,2015-07-20T13:50:00Z,1.8333333333333333
BALDINO'S GIANT JERSEY SUBS,5697 BUFORD HIGHWAY,DORAVILLE,12,40,PM,2,0,PM,2015-04-14,Jeff Price,Follow-Up,2,443646,71,C,Food,2015-04-14T12:40:00Z,2015-04-14T14:00:00Z,1.3333333333333333
BALDINO'S GIANT JERSEY SUBS,5697 BUFORD HIGHWAY,DORAVILLE,3,0,PM,5,30,PM,2015-03-20,Jeff Price,Routine,2,443646,77,C,Food,2015-03-20T15:00:00Z,2015-03-20T17:30:00Z,2.5
BAMBINELLI'S PIZZERIA RESTAURANT,3202 NORTHLAKE PARKWAY,ATLANTA,11,45,AM,1,15,PM,2015-10-29,Jody R. Gardiner,Routine,2,443959,95,A,Food,2015-10-29T11:45:00Z,2015-10-29T13:15:00Z,1.5
BAMBINELLI'S PIZZERIA RESTAURANT,3202 NORTHLAKE PARKWAY,ATLANTA,2,45,PM,4,30,PM,2015-04-24,Jody Gardiner,Routine,3,443959,91,A,Food,2015-04-24T14:45:00Z,2015-04-24T16:30:00Z,1.75
BARBACOA MEXICANA,"4166 BUFORD HIGHWAY, SUITE V15-17",CHAMBLEE,3,30,PM,4,50,PM,2015-10-16,none- have until 10-31-15,Follow-Up,3,887045,81,B,Food,2015-10-16T15:30:00Z,2015-10-16T16:50:00Z,1.3333333333333333
BARBACOA MEXICANA,"4166 BUFORD HIGHWAY, SUITE V15-17",CHAMBLEE,2,10,PM,3,35,PM,2015-08-31,none*,Routine,3,887045,76,C,Food,2015-08-31T14:10:00Z,2015-08-31T15:35:00Z,1.4166666666666667
BARBACOA MEXICANA,"4166 BUFORD HIGHWAY, SUITE V15-17",CHAMBLEE,1,55,PM,3,45,PM,2015-03-16,none,Routine,2,887045,75,C,Food,2015-03-16T13:55:00Z,2015-03-16T15:45:00Z,1.8333333333333333
BARBACOA MEXICANA,"4166 BUFORD HIGHWAY, SUITE V15-17",CHAMBLEE,1,15,PM,4,15,PM,2015-03-02,Jesus De Lacruz,Routine,2,887045,54,U,Food,2015-03-02T13:15:00Z,2015-03-02T16:15:00Z,3
"BARNES & NOBLE BOOKSELLERS, INC.",120 PERIMETER CENTER WEST SUITE 300,ATLANTA,9,40,AM,10,55,AM,2014-12-03,Amanda J Baker (3/21/17),Routine,1,446953,93,A,Food,2014-12-03T09:40:00Z,2014-12-03T10:55:00Z,1.25
"BARNES & NOBLE BOOKSELLERS, INC.",1217 CAROLINE STREET,ATLANTA,4,30,PM,5,50,PM,2017-09-05,Steven Skrbec,Routine,1,881357,94,A,Food,2017-09-05T16:30:00Z,2017-09-05T17:50:00Z,1.3333333333333333
"BARNES & NOBLE BOOKSELLERS, INC.",1217 CAROLINE STREET,ATLANTA,4,15,PM,5,40,PM,2015-08-24,Khalil Abdullah,Routine,1,881357,94,A,Food,2015-08-24T16:15:00Z,2015-08-24T17:40:00Z,1.4166666666666667
"BARNES & NOBLE BOOKSELLERS, INC.",1217 CAROLINE STREET,ATLANTA,10,45,AM,11,55,AM,2015-01-15,Kahlil Abdullah,Routine,1,881357,90,A,Food,2015-01-15T10:45:00Z,2015-01-15T11:55:00Z,1.1666666666666667
BASE CAMP BBQ (CROSSROADS),"P. O. BOX 778, HIGHWAY 78 EAST",STONE MOUNTAIN,12,30,PM,1,10,PM,2015-04-30,Ashley N. Smith,Routine,2,884372,94,A,Food,2015-04-30T12:30:00Z,2015-04-30T13:10:00Z,0.6666666666666666
BATAVIA,"3245 CHAMBLEE DUNWOODY ROAD, SUITE 110",CHAMBLEE,12,30,PM,2,0,PM,2015-03-09,Ilin Chang (1/26/20),Routine,2,886514,84,B,Food,2015-03-09T12:30:00Z,2015-03-09T14:00:00Z,1.5
BATAVIA 3,"3640 SHALLOWFORD ROAD, SUITE 44",DORAVILLE,11,45,AM,2,45,PM,2015-06-30,Chao Li Li exp 7-15-17,Follow-Up,3,885534,76,C,Food,2015-06-30T11:45:00Z,2015-06-30T14:45:00Z,3
BATAVIA 3,"3640 SHALLOWFORD ROAD, SUITE 44",DORAVILLE,1,40,PM,4,55,PM,2015-06-23,Chao Li Li exp 7-15-17,Routine,3,885534,51,U,Food,2015-06-23T13:40:00Z,2015-06-23T16:55:00Z,3.25
BAY LEAF INDIAN CUISINE,"4639 NORTH SHALLOWFORD ROAD, SUITE F",DUNWOODY,12,15,PM,1,45,PM,2015-08-26,Linga Silam,Routine,2,886348,83,B,Food,2015-08-26T12:15:00Z,2015-08-26T13:45:00Z,1.5
BAY LEAF INDIAN CUISINE,"4639 NORTH SHALLOWFORD ROAD, SUITE F",DUNWOODY,11,30,AM,12,40,PM,2015-05-01,Linga Silam,Follow-Up,2,886348,85,B,Food,2015-05-01T11:30:00Z,2015-05-01T12:40:00Z,1.1666666666666667
BAY LEAF INDIAN CUISINE,"4639 NORTH SHALLOWFORD ROAD, SUITE F",DUNWOODY,1,30,PM,3,5,PM,2015-03-10,Linga Silam,Routine,2,886348,79,C,Food,2015-03-10T13:30:00Z,2015-03-10T15:05:00Z,1.5833333333333333
BBQ CORNER 2,5150 BUFORD HIGHWAY,DORAVILLE,12,30,PM,3,0,PM,2015-01-08,Siu Yin Wong (7/20/15),Routine,2,886859,82,B,Food,2015-01-08T12:30:00Z,2015-01-08T15:00:00Z,2.5
BEIJING HOUSE,6035 PEACHTREE ROAD SUITE T2,DORAVILLE,3,25,PM,4,30,PM,2015-05-12,Ho Sun Shim,Routine,2,886322,91,A,Food,2015-05-12T15:25:00Z,2015-05-12T16:30:00Z,1.0833333333333333
BEIJING HOUSE,6035 PEACHTREE ROAD SUITE T2,DORAVILLE,4,15,PM,5,20,PM,2015-01-13,Ho Sun Shim,Routine,2,886322,96,A,Food,2015-01-13T16:15:00Z,2015-01-13T17:20:00Z,1.0833333333333333
BEIJING KABOBS,"5090 BUFORD HIGHWAY, SUITE 103",DORAVILLE,1,15,PM,2,30,PM,2015-04-08,Jian Wang (9/22/16),Routine,2,885665,98,A,Food,2015-04-08T13:15:00Z,2015-04-08T14:30:00Z,1.25
BELLAGGIOS ICE CREAM,"5805 BUFORD HIGHWAY, SUITE C-1",DORAVILLE,2,35,PM,3,45,PM,2015-07-08,Not Posted,Routine,2,885064,96,A,Food,2015-07-08T14:35:00Z,2015-07-08T15:45:00Z,1.1666666666666667
BENCH WARMERS SPORTS GRILL,2775 CLAIRMONT ROAD,ATLANTA,11,10,AM,1,10,PM,2015-06-10,Expired,Routine,2,448815,83,B,Food,2015-06-10T11:10:00Z,2015-06-10T13:10:00Z,2
BENCH WARMERS SPORTS GRILL,2775 CLAIRMONT ROAD,ATLANTA,2,35,PM,4,0,PM,2014-12-15,Eddie Freeman,Routine,2,448815,89,B,Food,2014-12-15T14:35:00Z,2014-12-15T16:00:00Z,1.4166666666666667
BENTLEY SQUARE,3884 LAVISTA ROAD,TUCKER,4,25,PM,5,20,PM,2015-09-17,Shelia Sims expires 3-7-2019,Routine,2,447020,97,A,Food,2015-09-17T16:25:00Z,2015-09-17T17:20:00Z,0.9166666666666666
BENTLEY SQUARE,3884 LAVISTA ROAD,TUCKER,3,35,PM,4,25,PM,2015-02-23,Shelia Sims,Routine,2,447020,94,A,Food,2015-02-23T15:35:00Z,2015-02-23T16:25:00Z,0.8333333333333334
BERMAN COMMONS ASSISTED LIVING AND MEMORY CARE,2012 WOMACK ROAD,DUNWOODY,10,55,AM,12,10,PM,2015-05-13,Edward Kraitman,Routine,2,886774,100,A,Food,2015-05-13T10:55:00Z,2015-05-13T12:10:00Z,1.25
BERMAN COMMONS ASSISTED LIVING AND MEMORY CARE,2012 WOMACK ROAD,DUNWOODY,10,0,AM,11,25,AM,2014-12-05,90 Day Deadline,Initial,2,886774,100,A,Food,2014-12-05T10:00:00Z,2014-12-05T11:25:00Z,1.4166666666666667
BEST CHINA,5260 MEMORIAL DRIVE STE 1205A,STONE MOUNTAIN,11,30,AM,12,35,PM,2015-10-26,Ya Zi Lin,Routine,3,887812,91,A,Food,2015-10-26T11:30:00Z,2015-10-26T12:35:00Z,1.0833333333333333
BEST CHINA,5260 MEMORIAL DRIVE STE 1205A,STONE MOUNTAIN,2,15,PM,3,15,PM,2015-08-25,Shu Lan Zheng,Initial,3,887812,97,A,Food,2015-08-25T14:15:00Z,2015-08-25T15:15:00Z,1
BETHUNE MIDDLE SCHOOL,5200 COVINGTON HIGHWAY,DECATUR,8,5,AM,9,55,AM,2015-02-11,Harry Jackson,Routine,2,668036,90,A,Food,2015-02-11T08:05:00Z,2015-02-11T09:55:00Z,1.8333333333333333
BETHUNE MIDDLE SCHOOL FAK FOOD PREP SITE,5200 COVINGTON HIGHWAY,DECATUR,10,55,AM,12,45,PM,2015-06-24,Harry Jackson,Routine,2,881774,91,A,Food,2015-06-24T10:55:00Z,2015-06-24T12:45:00Z,1.8333333333333333
BETHUNE MIDDLE SCHOOL FAK FOOD PREP SITE,5200 COVINGTON HIGHWAY,DECATUR,10,20,AM,11,15,AM,2015-05-29,Harry Jackson,Initial,1,881774,100,A,Food,2015-05-29T10:20:00Z,2015-05-29T11:15:00Z,0.9166666666666666
BEV JERK CENTER,4598-A MEMORIAL DRIVE,DECATUR,12,25,PM,2,20,PM,2015-09-18,Anthony Blackwood,Follow-Up,3,449380,84,B,Food,2015-09-18T12:25:00Z,2015-09-18T14:20:00Z,1.9166666666666667
BEV JERK CENTER,4598-A MEMORIAL DRIVE,DECATUR,2,40,PM,4,45,PM,2015-08-12,Anthony Blackwood,Routine,3,449380,76,C,Food,2015-08-12T14:40:00Z,2015-08-12T16:45:00Z,2.0833333333333335
BEV JERK CENTER,4598-A MEMORIAL DRIVE,DECATUR,11,25,AM,1,15,PM,2015-04-13,Anthony Blackwood,Routine,3,449380,82,B,Food,2015-04-13T11:25:00Z,2015-04-13T13:15:00Z,1.8333333333333333
BEV JERK CENTER,4598-A MEMORIAL DRIVE,DECATUR,2,5,PM,4,5,PM,2014-12-10,Anthony Blackwood,Routine,3,449380,85,B,Food,2014-12-10T14:05:00Z,2014-12-10T16:05:00Z,2
BHOJANIC MOBILE TRUCK,"3400 AROND LENOX ROAD, SUITE 201",ATLANTA,10,0,AM,11,0,AM,2015-07-29,Jordan Prestin,Initial,2,887776,91,A,Food,2015-07-29T10:00:00Z,2015-07-29T11:00:00Z,1
BIG DADDY'S KITCHEN,2504 CANDLER ROAD,DECATUR,2,10,PM,4,35,PM,2015-05-08,30 day deadline for new CFSM,Routine,2,886684,71,C,Food,2015-05-08T14:10:00Z,2015-05-08T16:35:00Z,2.4166666666666665
BIG DADDY'S KITCHEN,2504 CANDLER ROAD,DECATUR,2,15,PM,5,25,PM,2015-02-03,Kanifya Lamar,Routine,2,886684,78,C,Food,2015-02-03T14:15:00Z,2015-02-03T17:25:00Z,3.1666666666666665
BIG ROCK CAFE,STONE MOUNTAIN PARK,STONE MOUNTAIN,1,0,PM,2,45,PM,2015-08-28,Jodi Clarke,Routine,2,447339,91,A,Food,2015-08-28T13:00:00Z,2015-08-28T14:45:00Z,1.75
BIG ROCK CAFE,STONE MOUNTAIN PARK,STONE MOUNTAIN,1,45,PM,3,0,PM,2015-02-13,Jodi Clark,Routine,2,447339,93,A,Food,2015-02-13T13:45:00Z,2015-02-13T15:00:00Z,1.25
BIGELOW'S BAR & GRILL,"2564 GRESHAM ROAD, SE",ATLANTA,4,30,PM,6,30,PM,2015-09-15,Delisa M. Belt,Routine,2,448859,81,B,Food,2015-09-15T16:30:00Z,2015-09-15T18:30:00Z,2
BIGELOW'S BAR & GRILL,"2564 GRESHAM ROAD, SE",ATLANTA,3,15,PM,4,55,PM,2015-05-13,Delisa M. Belt,Follow-Up,2,448859,87,B,Food,2015-05-13T15:15:00Z,2015-05-13T16:55:00Z,1.6666666666666667
BIGELOW'S BAR & GRILL,"2564 GRESHAM ROAD, SE",ATLANTA,3,5,PM,5,45,PM,2015-03-26,Delisa M. Belt,Routine,2,448859,77,C,Food,2015-03-26T15:05:00Z,2015-03-26T17:45:00Z,2.6666666666666665
BILLY BOB'S NEW SECRETS,3962 LAWRENCEVILLE HIGHWAY,TUCKER,12,45,PM,1,50,PM,2015-08-17,Thomas Richardson,Routine,2,446482,96,A,Food,2015-08-17T12:45:00Z,2015-08-17T13:50:00Z,1.0833333333333333
BILLY BOB'S NEW SECRETS,3962 LAWRENCEVILLE HIGHWAY,TUCKER,1,30,PM,2,30,PM,2014-12-30,Joshua Turlington,Routine,2,446482,100,A,Food,2014-12-30T13:30:00Z,2014-12-30T14:30:00Z,1
BLACKSTONE CAFE,"1797 NORTHEAST EXPRESSWAY, SUITE 227",ATLANTA,2,40,PM,3,40,PM,2015-01-15,Mi Kyung Park,Routine,2,885730,91,A,Food,2015-01-15T14:40:00Z,2015-01-15T15:40:00Z,1
BLIMPIE,"2680 BOULDERCREST ROAD, SUITE B",ATLANTA,2,15,PM,4,35,PM,2015-05-22,Shannon N.White,Routine,2,883220,81,B,Food,2015-05-22T14:15:00Z,2015-05-22T16:35:00Z,2.3333333333333335
BLIMPIE SUBS & SALADS,"4919 FLAT SHOALS PARKWAY, SUITE 212",DECATUR,3,30,PM,4,40,PM,2014-12-19,Nitesh Desai 3/2019,Routine,2,448823,87,B,Food,2014-12-19T15:30:00Z,2014-12-19T16:40:00Z,1.1666666666666667
BLUE RIBBON GRILL,4006 LAVISTA ROAD,TUCKER,10,0,AM,11,25,AM,2015-08-19,Edward Smyke,Follow-Up,3,884419,90,A,Food,2015-08-19T10:00:00Z,2015-08-19T11:25:00Z,1.4166666666666667
BLUE RIBBON GRILL,4006 LAVISTA ROAD,TUCKER,12,25,PM,3,20,PM,2015-07-30,Edward Symke,Routine,3,884419,76,C,Food,2015-07-30T12:25:00Z,2015-07-30T15:20:00Z,2.9166666666666665
BLUE RIBBON GRILL,4006 LAVISTA ROAD,TUCKER,11,50,AM,2,0,PM,2015-03-06,Edward Smyke,Follow-Up,3,884419,88,B,Food,2015-03-06T11:50:00Z,2015-03-06T14:00:00Z,2.1666666666666665
BLUE RIBBON GRILL,4006 LAVISTA ROAD,TUCKER,2,10,PM,4,45,PM,2015-01-08,Edward Smyke,Routine,3,884419,75,C,Food,2015-01-08T14:10:00Z,2015-01-08T16:45:00Z,2.5833333333333335
BLUEBIRD CANTINA INC.dba LA FONDA LATINA,1639 MCLENDON AVENUE,ATLANTA,11,40,AM,1,30,PM,2015-07-15,Jose Lopez,Routine,2,446226,87,B,Food,2015-07-15T11:40:00Z,2015-07-15T13:30:00Z,1.8333333333333333
BLUEBIRD CANTINA INC.dba LA FONDA LATINA,1639 MCLENDON AVENUE,ATLANTA,12,35,PM,2,15,PM,2015-01-22,Jorge de la Luz,Routine,2,446226,86,B,Food,2015-01-22T12:35:00Z,2015-01-22T14:15:00Z,1.6666666666666667
BOB MATHIS ELEMENTARY SCHOOL,3505 BORING ROAD,DECATUR,10,25,AM,11,25,AM,2015-05-06,Brad Joseph 8/2016,Routine,2,660942,96,A,Food,2015-05-06T10:25:00Z,2015-05-06T11:25:00Z,1
BOB MATHIS ELEMENTARY SCHOOL,3505 BORING ROAD,DECATUR,8,30,AM,10,0,AM,2014-12-12,Brad Joseph,Routine,2,660942,96,A,Food,2014-12-12T08:30:00Z,2014-12-12T10:00:00Z,1.5
